Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,11.34,18.6,27.67,37.65
20,7.26,13.15,21.32,31.75,43.09
25,7.26,13.61,21.77,32.21,44.45
30,7.26,13.61,21.77,32.21,44.45
35,7.26,13.61,21.77,32.21,44.45
40,7.26,13.61,21.77,32.21,44.45
45,7.26,12.7,20.87,30.84,42.18
50,6.8,12.25,19.5,29.03,39.46
55,5.9,11.34,18.14,26.76,36.29
60,5.44,9.98,16.33,24.49,33.11
65,4.99,9.07,14.97,22.23,29.94
70,4.54,8.16,13.61,19.96,26.76
75,4.08,7.26,11.79,17.69,24.04
80,3.63,6.8,10.89,15.88,21.77
85,3.18,5.9,9.53,14.06,19.5
90,2.72,5.44,8.62,12.7,17.24
