Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.44,10.43,17.24,25.85,35.83
20,5.9,11.79,19.5,29.48,40.82
25,6.35,11.79,19.96,30.39,42.18
30,6.35,11.79,19.96,30.39,42.18
35,6.35,11.79,19.96,30.39,42.18
40,6.35,11.79,19.96,30.39,42.18
45,5.9,11.34,19.05,28.58,39.92
50,5.44,10.89,18.14,27.22,37.19
55,4.99,9.98,16.78,24.95,34.47
60,4.54,9.07,14.97,22.68,31.75
65,4.08,8.16,13.61,20.41,28.58
70,3.63,7.26,12.25,18.6,25.4
75,3.18,6.35,10.89,16.33,22.68
80,3.18,5.9,9.98,14.97,20.41
85,2.72,5.44,8.62,13.15,18.14
90,2.27,4.54,7.71,11.79,16.33
